#corona,1142,0.162791036
bars,2,0.273636364
#nye2020,2,0.276633523
positive,2,0.279292929
tests,2,0.279292929
life,2,0.283621934
restrictions,2,0.298782468
yet,2,0.30724026
missouri,2,0.325
thanks,2,0.334232955
less,2,0.338678977
starts,2,0.341666667
morning,2,0.346306818
under,2,0.358603896
midnight,2,0.36573548
closing,2,0.369507576
until,2,0.375
forward,2,0.375108225
state,2,0.37521645
beautiful,2,0.397689394
brings,2,0.398958333
restaurant,2,0.415681818
appreciate,2,0.421212121
blessed,2,0.429663826
sure,2,0.444389205
everyone.,2,0.446590909
#england🇬🇧,2,0.5
#year2021❤️,2,0.5
#year2021👑❤️🙏🏻,2,0.5
"england,",2,0.5
greater,2,0.5
proud,2,0.50388483
happiness,2,0.514512311
"diego,",2,0.536860795
"health,",2,0.547940341
2020’s,2,0.6
#gododgers,2,0.783333333
#losangelesdodgersforever2020worldserieschampions,2,0.783333333
#thankful,2,0.783333333
christmas,2,0.783333333
ever!,2,0.783333333
husband!,2,0.783333333
them)!,2,0.783333333
